0.100000	0.100000	0.100000	  25.400462	    438172.795525	    391816.133753	    -83451.975754	
0.100000	0.100000	5.000000	 521.632345	    399436.868827	    441118.919352	     -2370.576985	
0.100000	5.000000	0.100000	 335.394062	    261050.100277	     12345.130396	   -243843.397972	
0.100000	5.000000	5.000000	 831.625945	     25863.489303	     18332.004105	     -9136.278643	
5.000000	0.100000	0.100000	 463.797615	     12865.394090	    130770.386495	    102271.174396	
5.000000	0.100000	5.000000	 960.029499	     14600.609551	     20341.950741	      3616.727918	
5.000000	5.000000	0.100000	 773.791215	     10489.923039	      5638.888769	     -5282.851851	
5.000000	5.000000	5.000000	1270.023099	      8763.455911	      7836.322675	     -1669.039515	
0.100000	2.550000	2.550000	 428.513204	     48843.927859	     34798.073810	    -17098.206273	
5.000000	2.550000	2.550000	 866.910357	     10425.456173	     11217.532733	      -321.635818	
2.550000	0.100000	2.550000	 492.714980	     28063.761594	     38675.958533	      6580.098620	
2.550000	5.000000	2.550000	 802.708580	     14486.166378	      9587.062429	     -5714.936773	
2.550000	2.550000	0.100000	 399.595839	     20366.935988	     11313.163899	     -9936.671687	
2.550000	2.550000	5.000000	 895.827722	     16555.621859	     16164.174818	     -1958.892217	
2.550000	2.550000	2.550000	 647.711780	     17183.246883	     15365.338579	     -3272.626500	
